id,detector_id,starttime,volume,speed,occupancy,countreadings,vmt,vht,delay,traveltime,resolution
14321294655,100368,2022-11-06 21:00:00-08,59,52.05,0.42,155,45.73,0.88,0.12,0.89,01:00:00
14321295857,100368,2022-11-06 22:00:00-08,34,51.59,0.15,175,26.35,0.51,0.13,0.9,01:00:00
14321297424,100368,2022-11-07 00:00:00-08,29,46.9,0.15,177,22.48,0.48,0.22,0.99,01:00:00
14321298626,100368,2022-11-07 01:00:00-08,13,47.92,0.15,178,10.08,0.21,0.2,0.97,01:00:00
14321299828,100368,2022-11-07 02:00:00-08,11,52.55,0.08,174,8.53,0.16,0.11,0.88,01:00:00
14321301030,100368,2022-11-07 03:00:00-08,22,51.18,0.1,168,17.05,0.33,0.13,0.91,01:00:00
14321302232,100368,2022-11-07 04:00:00-08,49,55.02,0.29,166,37.98,0.69,0.07,0.85,01:00:00
14321303434,100368,2022-11-07 05:00:00-08,150,54.91,0.94,169,116.25,2.12,0.07,0.85,01:00:00
14321304636,100368,2022-11-07 06:00:00-08,370,52.42,2.72,180,286.75,5.47,0.11,0.89,01:00:00
14321305838,100368,2022-11-07 07:00:00-08,741,51.49,6.37,180,574.28,11.15,0.13,0.9,01:00:00
14321307040,100368,2022-11-07 08:00:00-08,848,50.21,7.64,179,657.2,13.09,0.15,0.93,01:00:00
14321308242,100368,2022-11-07 09:00:00-08,552,50.35,5.4,174,427.8,8.5,0.15,0.92,01:00:00
14321309444,100368,2022-11-07 10:00:00-08,607,51.34,5.69,180,470.43,9.16,0.13,0.91,01:00:00
14321310646,100368,2022-11-07 11:00:00-08,724,49.58,7.54,174,561.1,11.32,0.16,0.94,01:00:00
14321311848,100368,2022-11-07 12:00:00-08,751,49.66,7,180,582.03,11.72,0.16,0.94,01:00:00
14321313050,100368,2022-11-07 13:00:00-08,729,50.5,6.76,174,564.98,11.19,0.15,0.92,01:00:00
14321314252,100368,2022-11-07 14:00:00-08,1085,49.23,10.27,174,840.88,17.08,0.17,0.94,01:00:00
14321315454,100368,2022-11-07 15:00:00-08,1184,49.9,10,180,917.6,18.39,0.16,0.93,01:00:00
14321316656,100368,2022-11-07 16:00:00-08,1221,49.82,10.37,180,946.28,18.99,0.16,0.93,01:00:00
14321317858,100368,2022-11-07 17:00:00-08,1003,50.19,7.81,180,777.33,15.49,0.15,0.93,01:00:00
14321319060,100368,2022-11-07 18:00:00-08,547,52.83,3.82,179,423.93,8.02,0.11,0.88,01:00:00
14321320262,100368,2022-11-07 19:00:00-08,283,53.23,1.85,158,219.33,4.12,0.1,0.87,01:00:00
14321321464,100368,2022-11-07 20:00:00-08,188,51.33,1.4,147,145.7,2.84,0.13,0.91,01:00:00
14321322666,100368,2022-11-07 21:00:00-08,94,51.18,0.9,107,72.85,1.42,0.13,0.91,01:00:00
14321323868,100368,2022-11-07 22:00:00-08,114,51.63,0.62,162,88.35,1.71,0.13,0.9,01:00:00
14321325070,100368,2022-11-07 23:00:00-08,58,51.2,0.25,161,44.95,0.88,0.13,0.91,01:00:00
14321326272,100368,2022-11-08 00:00:00-08,20,50.8,0.17,156,15.5,0.31,0.14,0.92,01:00:00
14321327474,100368,2022-11-08 01:00:00-08,26,51.15,0.26,159,20.15,0.39,0.13,0.91,01:00:00
14321328676,100368,2022-11-08 02:00:00-08,19,48.48,0.27,156,14.73,0.3,0.18,0.96,01:00:00
14321329878,100368,2022-11-08 03:00:00-08,25,53.16,0.34,157,19.38,0.36,0.1,0.87,01:00:00
14321331080,100368,2022-11-08 04:00:00-08,65,52.74,0.58,159,50.38,0.96,0.11,0.88,01:00:00
14321332282,100368,2022-11-08 05:00:00-08,117,54.88,0.74,163,90.68,1.65,0.07,0.85,01:00:00
14321333484,100368,2022-11-08 06:00:00-08,373,52.85,2.91,170,289.08,5.47,0.1,0.88,01:00:00
14321334686,100368,2022-11-08 07:00:00-08,698,52.36,5.74,180,540.95,10.33,0.11,0.89,01:00:00
14321335888,100368,2022-11-08 08:00:00-08,828,50.8,7.89,180,641.7,12.63,0.14,0.92,01:00:00
14321337090,100368,2022-11-08 09:00:00-08,616,51.7,6.03,180,477.4,9.23,0.12,0.9,01:00:00
14321338292,100368,2022-11-08 10:00:00-08,644,51.43,5.77,180,499.1,9.7,0.13,0.9,01:00:00
14321339494,100368,2022-11-08 11:00:00-08,693,51.84,7.25,159,537.08,10.36,0.12,0.9,01:00:00
14321395068,100368,2022-11-14 16:00:00-08,13,50,17,1,10.08,0.2,0.15,0.93,01:00:00
14321397119,100368,2022-11-14 19:00:00-08,20,52.85,3.33,8,15.5,0.29,0.1,0.88,01:00:00
14321398181,100368,2022-11-14 20:00:00-08,13,54.69,1.33,9,10.08,0.18,0.08,0.85,01:00:00
14321399392,100368,2022-11-14 21:00:00-08,14,58.07,0.71,13,10.85,0.19,0.03,0.8,01:00:00
14321400305,100368,2022-11-14 22:00:00-08,14,55.22,2.11,16,10.85,0.2,0.07,0.84,01:00:00
14321401516,100368,2022-11-14 23:00:00-08,6,56.17,0.44,13,4.65,0.08,0.05,0.83,01:00:00
14321402572,100368,2022-11-15 00:00:00-08,3,51.33,0.46,13,2.33,0.05,0.13,0.91,01:00:00
14321403517,100368,2022-11-15 01:00:00-08,1,0,0.63,17,0.78,,,,01:00:00
14321404592,100368,2022-11-15 02:00:00-08,4,54.5,0.32,17,3.1,0.06,0.08,0.85,01:00:00
14321405517,100368,2022-11-15 03:00:00-08,1,59,0.06,19,0.78,0.01,0.01,0.79,01:00:00
14321406728,100368,2022-11-15 04:00:00-08,4,55,0.17,19,3.1,0.06,0.07,0.85,01:00:00
14321407939,100368,2022-11-15 05:00:00-08,12,54.33,1.88,11,9.3,0.17,0.08,0.86,01:00:00
14321408991,100368,2022-11-15 06:00:00-08,7,53,2.75,3,5.43,0.1,0.1,0.88,01:00:00
14321409785,100368,2022-11-15 07:00:00-08,5,54,5,1,3.88,0.07,0.09,0.86,01:00:00
14321410996,100368,2022-11-15 08:00:00-08,6,53,7,1,4.65,0.09,0.1,0.88,01:00:00
14321413065,100368,2022-11-15 11:00:00-08,2,64,2,1,1.55,0.02,-0.05,0.73,01:00:00
14321414751,100368,2022-11-15 13:00:00-08,418,51.94,8.04,79,323.95,6.24,0.12,0.9,01:00:00
14321415962,100368,2022-11-15 14:00:00-08,1188,50.9,11.73,174,920.7,18.09,0.14,0.91,01:00:00
14321417173,100368,2022-11-15 15:00:00-08,1228,36.31,25.83,180,951.7,26.21,0.51,1.28,01:00:00
14321418384,100368,2022-11-15 16:00:00-08,930,25.64,35.14,173,720.75,28.11,1.04,1.81,01:00:00
14321419595,100368,2022-11-15 17:00:00-08,1147,50.09,9.4,174,888.93,17.75,0.15,0.93,01:00:00
14321420806,100368,2022-11-15 18:00:00-08,686,53.15,4.91,174,531.65,10,0.1,0.87,01:00:00
14321422017,100368,2022-11-15 19:00:00-08,382,55.11,2.37,173,296.05,5.37,0.07,0.84,01:00:00
14321423228,100368,2022-11-15 20:00:00-08,250,55.3,1.29,171,193.75,3.5,0.07,0.84,01:00:00
14321424439,100368,2022-11-15 21:00:00-08,340,55.14,2.31,173,263.5,4.78,0.07,0.84,01:00:00
14321425650,100368,2022-11-15 22:00:00-08,244,53.15,1.61,175,189.1,3.56,0.1,0.87,01:00:00
14321426861,100368,2022-11-15 23:00:00-08,139,53.17,0.86,177,107.73,2.03,0.1,0.87,01:00:00
14321428072,100368,2022-11-16 00:00:00-08,53,51.47,0.3,173,41.08,0.8,0.13,0.9,01:00:00
14321429283,100368,2022-11-16 01:00:00-08,63,49.33,0.7,174,48.83,0.99,0.17,0.94,01:00:00
14321430494,100368,2022-11-16 02:00:00-08,33,43.48,0.29,173,25.58,0.59,0.29,1.07,01:00:00
14321431705,100368,2022-11-16 03:00:00-08,40,49.95,0.5,172,31,0.62,0.16,0.93,01:00:00
14321432916,100368,2022-11-16 04:00:00-08,51,54.74,0.4,168,39.53,0.72,0.07,0.85,01:00:00
14321434127,100368,2022-11-16 05:00:00-08,134,54.22,1.04,173,103.85,1.92,0.08,0.86,01:00:00
14321435338,100368,2022-11-16 06:00:00-08,386,54.76,3.22,171,299.15,5.46,0.07,0.85,01:00:00
14321436549,100368,2022-11-16 07:00:00-08,644,53.33,6.05,161,499.1,9.36,0.1,0.87,01:00:00
14321437760,100368,2022-11-16 08:00:00-08,902,52.41,7.84,179,699.05,13.34,0.11,0.89,01:00:00
14321438971,100368,2022-11-16 09:00:00-08,709,51.33,7.9,174,549.48,10.7,0.13,0.91,01:00:00
14321440182,100368,2022-11-16 10:00:00-08,745,52.14,6.85,174,577.38,11.07,0.12,0.89,01:00:00
14321441393,100368,2022-11-16 11:00:00-08,700,52.69,6.63,173,542.5,10.3,0.11,0.88,01:00:00
14321442598,100368,2022-11-16 12:00:00-08,776,51.9,7.06,174,601.4,11.59,0.12,0.9,01:00:00
14321443809,100368,2022-11-16 13:00:00-08,859,51.84,7.97,174,665.73,12.84,0.12,0.9,01:00:00
14321445022,100368,2022-11-16 14:00:00-08,1221,42.8,21.54,178,946.28,22.11,0.31,1.09,01:00:00
14321446235,100368,2022-11-16 15:00:00-08,976,21.83,40.97,179,756.4,34.65,1.36,2.13,01:00:00
14321447448,100368,2022-11-16 16:00:00-08,1071,34.96,24.54,168,830.03,23.74,0.56,1.33,01:00:00
14321448661,100368,2022-11-16 17:00:00-08,1107,41.36,15.74,173,857.93,20.74,0.35,1.12,01:00:00
14321449874,100368,2022-11-16 18:00:00-08,700,52.77,5.12,173,542.5,10.28,0.11,0.88,01:00:00
14321451087,100368,2022-11-16 19:00:00-08,376,54.62,2.5,165,291.4,5.34,0.08,0.85,01:00:00
14321452300,100368,2022-11-16 20:00:00-08,321,54.48,2.04,173,248.78,4.57,0.08,0.85,01:00:00
14321453513,100368,2022-11-16 21:00:00-08,205,54.88,1.26,162,158.88,2.89,0.07,0.85,01:00:00
14321454726,100368,2022-11-16 22:00:00-08,149,54.85,0.84,169,115.48,2.11,0.07,0.85,01:00:00
14321455939,100368,2022-11-16 23:00:00-08,81,53.04,0.38,160,62.78,1.18,0.1,0.88,01:00:00
14321457152,100368,2022-11-17 00:00:00-08,32,52.34,0.19,167,24.8,0.47,0.11,0.89,01:00:00
14321458365,100368,2022-11-17 01:00:00-08,36,55.75,0.33,168,27.9,0.5,0.06,0.83,01:00:00
14321459568,100368,2022-11-17 02:00:00-08,32,51.88,0.26,169,24.8,0.48,0.12,0.9,01:00:00
14321460777,100368,2022-11-17 03:00:00-08,30,53.3,0.37,174,23.25,0.44,0.1,0.87,01:00:00
14321461986,100368,2022-11-17 04:00:00-08,51,52.96,0.27,171,39.53,0.75,0.1,0.88,01:00:00
14321463195,100368,2022-11-17 05:00:00-08,145,56.83,1.03,166,112.38,1.98,0.04,0.82,01:00:00
14321464404,100368,2022-11-17 06:00:00-08,368,54.23,3.05,173,285.2,5.26,0.08,0.86,01:00:00
14321465613,100368,2022-11-17 07:00:00-08,669,53.81,5.53,168,518.48,9.64,0.09,0.86,01:00:00
14321466822,100368,2022-11-17 08:00:00-08,788,52.32,7.21,168,610.7,11.67,0.11,0.89,01:00:00
14321468031,100368,2022-11-17 09:00:00-08,739,51.49,7.8,178,572.73,11.12,0.13,0.9,01:00:00
14321469233,100368,2022-11-17 10:00:00-08,673,52.33,6.1,178,521.58,9.97,0.11,0.89,01:00:00
14321470435,100368,2022-11-17 11:00:00-08,724,52.36,6.84,168,561.1,10.72,0.11,0.89,01:00:00
14321471637,100368,2022-11-17 12:00:00-08,835,51.84,8.26,174,647.13,12.48,0.12,0.9,01:00:00
14321472832,100368,2022-11-17 13:00:00-08,884,51.85,8.52,167,685.1,13.21,0.12,0.9,01:00:00
14321474034,100368,2022-11-17 14:00:00-08,1203,50.92,11.28,174,932.33,18.31,0.14,0.91,01:00:00
14321475231,100368,2022-11-17 15:00:00-08,995,22.98,36.42,166,771.13,33.56,1.25,2.02,01:00:00
14321476433,100368,2022-11-17 16:00:00-08,833,35.68,31.05,162,645.58,18.09,0.53,1.3,01:00:00
14321477635,100368,2022-11-17 17:00:00-08,1091,50.2,8.41,180,845.53,16.84,0.15,0.93,01:00:00
14321478837,100368,2022-11-17 18:00:00-08,741,52.23,5.53,173,574.28,11,0.12,0.89,01:00:00
14321480039,100368,2022-11-17 19:00:00-08,473,53.69,3.19,175,366.58,6.83,0.09,0.87,01:00:00
14321481241,100368,2022-11-17 20:00:00-08,333,54.09,2.07,174,258.08,4.77,0.08,0.86,01:00:00
14321482443,100368,2022-11-17 21:00:00-08,287,54.14,1.97,161,222.43,4.11,0.08,0.86,01:00:00
14321483645,100368,2022-11-17 22:00:00-08,289,55.26,1.83,160,223.98,4.05,0.07,0.84,01:00:00
14321484847,100368,2022-11-17 23:00:00-08,111,53.45,0.71,161,86.03,1.61,0.09,0.87,01:00:00
14321486049,100368,2022-11-18 00:00:00-08,44,52.84,0.27,157,34.1,0.65,0.11,0.88,01:00:00
14321487251,100368,2022-11-18 01:00:00-08,35,52.49,0.33,165,27.13,0.52,0.11,0.89,01:00:00
14321488453,100368,2022-11-18 02:00:00-08,24,51.83,0.15,169,18.6,0.36,0.12,0.9,01:00:00
14321489655,100368,2022-11-18 03:00:00-08,35,53.72,0.36,163,27.13,0.5,0.09,0.87,01:00:00
14321490857,100368,2022-11-18 04:00:00-08,46,56,0.38,162,35.65,0.64,0.06,0.83,01:00:00
14321492059,100368,2022-11-18 05:00:00-08,130,55.14,0.74,172,100.75,1.83,0.07,0.84,01:00:00
14321493258,100368,2022-11-18 06:00:00-08,334,54.14,2.8,167,258.85,4.78,0.08,0.86,01:00:00
14321494451,100368,2022-11-18 07:00:00-08,623,53.52,5.38,180,482.83,9.02,0.09,0.87,01:00:00
14321495644,100368,2022-11-18 08:00:00-08,869,51.58,7.68,180,673.48,13.06,0.13,0.9,01:00:00
14321496837,100368,2022-11-18 09:00:00-08,757,52.33,7,180,586.68,11.21,0.11,0.89,01:00:00
14321498033,100368,2022-11-18 10:00:00-08,810,51.94,7.3,180,627.75,12.09,0.12,0.9,01:00:00
14321499235,100368,2022-11-18 11:00:00-08,906,52.73,7.98,180,702.15,13.32,0.11,0.88,01:00:00
14321500434,100368,2022-11-18 12:00:00-08,1013,51.44,8.95,180,785.08,15.26,0.13,0.9,01:00:00
14321501633,100368,2022-11-18 13:00:00-08,1136,51.16,9.94,179,880.4,17.21,0.13,0.91,01:00:00
14321502832,100368,2022-11-18 14:00:00-08,1232,48.62,11.7,180,954.8,19.64,0.18,0.96,01:00:00
14321504034,100368,2022-11-18 15:00:00-08,1114,50.28,9.53,174,863.35,17.17,0.15,0.92,01:00:00
14321505236,100368,2022-11-18 16:00:00-08,970,51.01,7.86,174,751.75,14.74,0.14,0.91,01:00:00
14321506438,100368,2022-11-18 17:00:00-08,820,49.94,6.48,173,635.5,12.73,0.16,0.93,01:00:00
14321507640,100368,2022-11-18 18:00:00-08,724,52.76,5.32,180,561.1,10.63,0.11,0.88,01:00:00
14321508842,100368,2022-11-18 19:00:00-08,364,53.81,2.44,167,282.1,5.24,0.09,0.86,01:00:00
14321510044,100368,2022-11-18 20:00:00-08,279,53.97,1.72,173,216.23,4.01,0.09,0.86,01:00:00
14321511241,100368,2022-11-18 21:00:00-08,293,53.95,1.87,165,227.08,4.21,0.09,0.86,01:00:00
14321512428,100368,2022-11-18 22:00:00-08,209,55.63,1.28,174,161.98,2.91,0.06,0.84,01:00:00
14321513620,100368,2022-11-18 23:00:00-08,114,53.84,0.58,176,88.35,1.64,0.09,0.86,01:00:00
14321514819,100368,2022-11-19 00:00:00-08,69,55.49,0.28,167,53.48,0.96,0.06,0.84,01:00:00
14321516018,100368,2022-11-19 01:00:00-08,43,55.74,0.22,176,33.33,0.6,0.06,0.83,01:00:00
14321517217,100368,2022-11-19 02:00:00-08,47,55.92,0.31,169,36.43,0.65,0.06,0.83,01:00:00
14321518416,100368,2022-11-19 03:00:00-08,22,52.86,0.12,171,17.05,0.32,0.1,0.88,01:00:00
14321519615,100368,2022-11-19 04:00:00-08,25,56.16,0.13,174,19.38,0.34,0.05,0.83,01:00:00
14321520814,100368,2022-11-19 05:00:00-08,42,54.91,0.26,175,32.55,0.59,0.07,0.85,01:00:00
14321522013,100368,2022-11-19 06:00:00-08,72,55.43,0.44,171,55.8,1.01,0.06,0.84,01:00:00
14321523212,100368,2022-11-19 07:00:00-08,188,56.28,1.02,175,145.7,2.59,0.05,0.83,01:00:00
14321524409,100368,2022-11-19 08:00:00-08,273,54.96,1.81,170,211.58,3.85,0.07,0.85,01:00:00
14321525606,100368,2022-11-19 09:00:00-08,428,55.26,2.95,169,331.7,6,0.07,0.84,01:00:00
14321526803,100368,2022-11-19 10:00:00-08,639,54.82,4.42,173,495.23,9.03,0.07,0.85,01:00:00
14321528000,100368,2022-11-19 11:00:00-08,726,53.93,5.15,173,562.65,10.43,0.09,0.86,01:00:00
14321529199,100368,2022-11-19 12:00:00-08,770,54.05,6.06,157,596.75,11.04,0.09,0.86,01:00:00
14321530398,100368,2022-11-19 13:00:00-08,763,53.23,6.01,168,591.33,11.11,0.1,0.87,01:00:00
14321531597,100368,2022-11-19 14:00:00-08,854,52.81,6.45,174,661.85,12.53,0.11,0.88,01:00:00
14321532796,100368,2022-11-19 15:00:00-08,698,53.12,5.38,168,540.95,10.18,0.1,0.88,01:00:00
14321533995,100368,2022-11-19 16:00:00-08,614,53.45,4.08,173,475.85,8.9,0.09,0.87,01:00:00
14321535194,100368,2022-11-19 17:00:00-08,578,52.85,3.8,179,447.95,8.48,0.1,0.88,01:00:00
14321536393,100368,2022-11-19 18:00:00-08,560,53.01,4.16,169,434,8.19,0.1,0.88,01:00:00
14321537592,100368,2022-11-19 19:00:00-08,310,53.73,2.18,161,240.25,4.47,0.09,0.87,01:00:00
14321538791,100368,2022-11-19 20:00:00-08,240,54.6,1.29,172,186,3.41,0.08,0.85,01:00:00
14321539990,100368,2022-11-19 21:00:00-08,345,54.15,1.92,178,267.38,4.94,0.08,0.86,01:00:00
14321541189,100368,2022-11-19 22:00:00-08,308,53.77,1.96,174,238.7,4.44,0.09,0.86,01:00:00
14321542388,100368,2022-11-19 23:00:00-08,123,50.58,0.53,174,95.33,1.88,0.14,0.92,01:00:00
14321543587,100368,2022-11-20 00:00:00-08,74,53.69,0.31,175,57.35,1.07,0.09,0.87,01:00:00
14321544786,100368,2022-11-20 01:00:00-08,50,53.84,0.26,175,38.75,0.72,0.09,0.86,01:00:00
14321545985,100368,2022-11-20 02:00:00-08,32,53.22,0.23,178,24.8,0.47,0.1,0.87,01:00:00
14321547184,100368,2022-11-20 03:00:00-08,17,54.41,0.07,172,13.18,0.24,0.08,0.85,01:00:00
14321548383,100368,2022-11-20 04:00:00-08,19,56.05,0.07,173,14.73,0.26,0.05,0.83,01:00:00
14321549582,100368,2022-11-20 05:00:00-08,28,52.43,0.14,167,21.7,0.41,0.11,0.89,01:00:00
14321550781,100368,2022-11-20 06:00:00-08,34,55.24,0.1,161,26.35,0.48,0.07,0.84,01:00:00
14321551980,100368,2022-11-20 07:00:00-08,120,55.89,0.84,157,93,1.66,0.06,0.83,01:00:00
14321553179,100368,2022-11-20 08:00:00-08,156,55.88,0.77,170,120.9,2.16,0.06,0.83,01:00:00
14321554378,100368,2022-11-20 09:00:00-08,226,56.02,1.28,165,175.15,3.13,0.06,0.83,01:00:00
14321555577,100368,2022-11-20 10:00:00-08,416,54.71,2.52,172,322.4,5.89,0.07,0.85,01:00:00
14321556776,100368,2022-11-20 11:00:00-08,451,55.38,2.91,172,349.53,6.31,0.06,0.84,01:00:00
14321557975,100368,2022-11-20 12:00:00-08,559,54.32,3.86,174,433.23,7.98,0.08,0.86,01:00:00
14321559174,100368,2022-11-20 13:00:00-08,627,53.84,4.47,168,485.93,9.03,0.09,0.86,01:00:00
14321560373,100368,2022-11-20 14:00:00-08,591,55.14,3.87,173,458.03,8.31,0.07,0.84,01:00:00
14321561572,100368,2022-11-20 15:00:00-08,575,55.03,3.45,178,445.63,8.1,0.07,0.84,01:00:00
14321562771,100368,2022-11-20 16:00:00-08,566,53.67,3.72,180,438.65,8.17,0.09,0.87,01:00:00
14321563970,100368,2022-11-20 17:00:00-08,524,52.99,3.53,180,406.1,7.66,0.1,0.88,01:00:00
14321565169,100368,2022-11-20 18:00:00-08,317,54.71,1.8,178,245.68,4.49,0.07,0.85,01:00:00
14321566368,100368,2022-11-20 19:00:00-08,238,53.98,1.28,169,184.45,3.42,0.09,0.86,01:00:00
14321567567,100368,2022-11-20 20:00:00-08,187,54.77,1.15,162,144.93,2.65,0.07,0.85,01:00:00
14321568766,100368,2022-11-20 21:00:00-08,129,52.61,0.65,169,99.98,1.9,0.11,0.88,01:00:00
14321569965,100368,2022-11-20 22:00:00-08,78,55.27,0.47,166,60.45,1.09,0.07,0.84,01:00:00
14321571164,100368,2022-11-20 23:00:00-08,38,50.55,0.32,175,29.45,0.58,0.14,0.92,01:00:00
14321572363,100368,2022-11-21 00:00:00-08,22,56.5,0.1,170,17.05,0.3,0.05,0.82,01:00:00
14321573562,100368,2022-11-21 01:00:00-08,22,53.27,0.17,172,17.05,0.32,0.1,0.87,01:00:00
14321574761,100368,2022-11-21 02:00:00-08,25,51.48,0.23,173,19.38,0.38,0.13,0.9,01:00:00
14321575960,100368,2022-11-21 03:00:00-08,21,51.62,0.16,162,16.28,0.32,0.13,0.9,01:00:00
14321577159,100368,2022-11-21 04:00:00-08,43,56.67,0.25,176,33.33,0.59,0.05,0.82,01:00:00
14321578358,100368,2022-11-21 05:00:00-08,134,56.01,0.88,170,103.85,1.85,0.06,0.83,01:00:00
14321579557,100368,2022-11-21 06:00:00-08,368,55.11,2.73,178,285.2,5.18,0.07,0.84,01:00:00
14321580756,100368,2022-11-21 07:00:00-08,674,53.16,5.69,180,522.35,9.83,0.1,0.87,01:00:00
14321581955,100368,2022-11-21 08:00:00-08,826,52.38,7.2,180,640.15,12.22,0.11,0.89,01:00:00
14321583152,100368,2022-11-21 09:00:00-08,595,53.64,5.76,174,461.13,8.6,0.09,0.87,01:00:00
14321584351,100368,2022-11-21 10:00:00-08,550,53.63,4.98,167,426.25,7.95,0.09,0.87,01:00:00
14321585545,100368,2022-11-21 11:00:00-08,742,52.2,7.64,172,575.05,11.02,0.12,0.89,01:00:00
14321586739,100368,2022-11-21 12:00:00-08,743,53.07,6.87,180,575.83,10.85,0.1,0.88,01:00:00
14321587938,100368,2022-11-21 13:00:00-08,735,52.66,7.12,173,569.63,10.82,0.11,0.88,01:00:00
14321589137,100368,2022-11-21 14:00:00-08,1021,52.07,9.31,179,791.28,15.2,0.12,0.89,01:00:00
14321590336,100368,2022-11-21 15:00:00-08,1037,52.3,8.89,168,803.68,15.37,0.11,0.89,01:00:00
14321591535,100368,2022-11-21 16:00:00-08,1080,51.53,8.6,179,837,16.24,0.13,0.9,01:00:00
14321592734,100368,2022-11-21 17:00:00-08,1008,50.36,8.03,180,781.2,15.51,0.15,0.92,01:00:00
14321593933,100368,2022-11-21 18:00:00-08,478,53.48,3.61,162,370.45,6.93,0.09,0.87,01:00:00
14321595132,100368,2022-11-21 19:00:00-08,321,55.29,1.84,169,248.78,4.5,0.07,0.84,01:00:00
14321596331,100368,2022-11-21 20:00:00-08,265,54.17,1.6,176,205.38,3.79,0.08,0.86,01:00:00
14321597530,100368,2022-11-21 21:00:00-08,229,53.71,1.73,173,177.48,3.3,0.09,0.87,01:00:00
14321598729,100368,2022-11-21 22:00:00-08,102,54.5,0.65,172,79.05,1.45,0.08,0.85,01:00:00
14321599928,100368,2022-11-21 23:00:00-08,64,52.95,0.47,158,49.6,0.94,0.1,0.88,01:00:00
14321601127,100368,2022-11-22 00:00:00-08,31,50.77,0.18,174,24.03,0.47,0.14,0.92,01:00:00
14321602326,100368,2022-11-22 01:00:00-08,30,50,0.27,176,23.25,0.47,0.15,0.93,01:00:00
14321603525,100368,2022-11-22 02:00:00-08,22,55,0.15,175,17.05,0.31,0.07,0.85,01:00:00
14321604724,100368,2022-11-22 03:00:00-08,14,55.14,0.13,169,10.85,0.2,0.07,0.84,01:00:00
14321605923,100368,2022-11-22 04:00:00-08,56,56.64,0.43,174,43.4,0.77,0.05,0.82,01:00:00
14321607122,100368,2022-11-22 05:00:00-08,145,55.63,1.1,158,112.38,2.02,0.06,0.84,01:00:00
14321608321,100368,2022-11-22 06:00:00-08,317,55.23,2.47,165,245.68,4.45,0.07,0.84,01:00:00
14321609520,100368,2022-11-22 07:00:00-08,528,53.43,5.46,156,409.2,7.66,0.1,0.87,01:00:00
14321610719,100368,2022-11-22 08:00:00-08,681,50.7,7.03,163,527.78,10.41,0.14,0.92,01:00:00
14321611918,100368,2022-11-22 09:00:00-08,622,50.09,6.52,174,482.05,9.62,0.15,0.93,01:00:00
14321613124,100368,2022-11-22 10:00:00-08,704,50.91,6.52,179,545.6,10.72,0.14,0.91,01:00:00
14321614330,100368,2022-11-22 11:00:00-08,794,49.84,8.02,174,615.35,12.35,0.16,0.93,01:00:00
14321615529,100368,2022-11-22 12:00:00-08,871,48.05,8.83,174,675.03,14.05,0.19,0.97,01:00:00
14321616728,100368,2022-11-22 13:00:00-08,843,48.96,8.8,162,653.33,13.34,0.17,0.95,01:00:00
14321617921,100368,2022-11-22 14:00:00-08,1182,49.72,10.7,180,916.05,18.42,0.16,0.94,01:00:00
14321619117,100368,2022-11-22 15:00:00-08,1158,49.32,10.32,174,897.45,18.2,0.17,0.94,01:00:00
14321620313,100368,2022-11-22 16:00:00-08,1210,49.2,9.91,180,937.75,19.06,0.17,0.95,01:00:00
14321621512,100368,2022-11-22 17:00:00-08,833,49.51,7.78,144,645.58,13.04,0.16,0.94,01:00:00
14321622711,100368,2022-11-22 18:00:00-08,587,51.64,4.6,174,454.93,8.81,0.13,0.9,01:00:00
14321623910,100368,2022-11-22 19:00:00-08,392,53.13,2.62,178,303.8,5.72,0.1,0.88,01:00:00
14321625109,100368,2022-11-22 20:00:00-08,276,52.68,1.9,174,213.9,4.06,0.11,0.88,01:00:00
14321626308,100368,2022-11-22 21:00:00-08,226,53.79,1.29,174,175.15,3.26,0.09,0.86,01:00:00
14321627507,100368,2022-11-22 22:00:00-08,171,53.54,1.05,172,132.53,2.48,0.09,0.87,01:00:00
14321628706,100368,2022-11-22 23:00:00-08,70,56.56,0.34,172,54.25,0.96,0.05,0.82,01:00:00
14321629905,100368,2022-11-23 00:00:00-08,38,52.18,0.3,170,29.45,0.56,0.12,0.89,01:00:00
14321631104,100368,2022-11-23 01:00:00-08,32,49.44,0.41,172,24.8,0.5,0.17,0.94,01:00:00
14321632303,100368,2022-11-23 02:00:00-08,33,51.39,0.4,169,25.58,0.5,0.13,0.9,01:00:00
14321633502,100368,2022-11-23 03:00:00-08,32,54,0.38,166,24.8,0.46,0.09,0.86,01:00:00
14321634701,100368,2022-11-23 04:00:00-08,55,54.67,0.44,173,42.63,0.78,0.08,0.85,01:00:00
14321635900,100368,2022-11-23 05:00:00-08,144,55.37,1.19,174,111.6,2.02,0.06,0.84,01:00:00
14321637099,100368,2022-11-23 06:00:00-08,301,53.22,2.52,166,233.28,4.38,0.1,0.87,01:00:00
14321638298,100368,2022-11-23 07:00:00-08,512,54.05,4.97,156,396.8,7.34,0.09,0.86,01:00:00
14321639497,100368,2022-11-23 08:00:00-08,631,54.1,5.61,179,489.03,9.04,0.08,0.86,01:00:00
14321640696,100368,2022-11-23 09:00:00-08,698,53.12,6.68,174,540.95,10.18,0.1,0.88,01:00:00
14321641895,100368,2022-11-23 10:00:00-08,775,52.83,7.33,169,600.63,11.37,0.11,0.88,01:00:00
14321643094,100368,2022-11-23 11:00:00-08,1048,51.91,9.99,174,812.2,15.65,0.12,0.9,01:00:00
